cve,icsa_id,title,icsa_pub_date,icsa_cvss_v3,icsa_cwes,icsa_vendor_products,icsa_url,icsa_feed_date
CVE-2020-12067,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2020-12069,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2020-15806,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2020-7052,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2021-29241,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2021-29242,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2021-33485,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2021-36763,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2021-36764,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2022-22513,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2022-22514,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2022-22515,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2022-22517,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2022-22519,ICSA-25-273-04,"Festo Controller CECC-S,-LK,-D Family Firmware",2025-09-30T12:00:00Z,9.8,CWE-119;CWE-120;CWE-126;CWE-20;CWE-22;CWE-311;CWE-327;CWE-330;CWE-401;CWE-476;CWE-552;CWE-640;CWE-668;CWE-674;CWE-732;CWE-755;CWE-770;CWE-787;CWE-822;CWE-916,Festo reports that the following products are affected: | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-D (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-LK (All versions): All versions | Festo Firmware (R05 (17.06.2016) = 2.3.8.0) installed on Festo Hardware Controller CECC-S (All versions): All versions | Festo Firmware (R06 (11.10.2016) = 2.3.8.1) installed on Festo Hardware Controller CECC-S (All versions): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-04,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2022-3079,ICSA-25-273-03,Festo CPX-CEC-C1 and CPX-CMXX,2025-09-30T12:00:00Z,7.5,CWE-269,Festo reports that the following products are affected: | Festo Firmware installed on Festo Hardware Control block CPX-CEC-C1: Versions 2.0.12 and prior Festo Firmware installed on Festo Hardware Control block CPX-CMXX: Versions 1.2.34 rev.404 and prior Festo Firmware installed on Festo Hardware Control block-SET CPX-CEC-C1: Versions 1.2.34 rev.404 and prior | Festo Firmware installed on Festo Hardware Control block CPX-CEC-C1: Versions 2.0.12 and prior | Festo Firmware installed on Festo Hardware Control block CPX-CMXX: Versions 1.2.34 rev.404 and prior | Festo Firmware installed on Festo Hardware Control block-SET CPX-CEC-C1: Versions 1.2.34 rev.404 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-03,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2025-6033,ICSA-25-273-06,National Instruments Circuit Design Suite,2025-09-30T12:00:00Z,,CWE-125;CWE-843,The following National Instruments products are affected: | Circuit Design Suite: Versions v14.3.1 and prior | Circuit Design Suite: Versions v14.3.1 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-06,"Tue, 30 Sep 25 12:00:00 +0000"
CVE-2025-6034,ICSA-25-273-06,National Instruments Circuit Design Suite,2025-09-30T12:00:00Z,,CWE-125;CWE-843,The following National Instruments products are affected: | Circuit Design Suite: Versions v14.3.1 and prior | Circuit Design Suite: Versions v14.3.1 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-273-06,"Tue, 30 Sep 25 12:00:00 +0000"
