cve_id,vendor,product,asset_type,function,cvss_score,cvss_vector,epss_percentile,in_cisa_kev,icsa_present,criticality_0_5,exposure_0_5,location,L,impact_I,E,Risk_base,version_match,Risk,priority,explain,published
CVE-2024-53247,,,Other ICS Device,Industrial device,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.78347,,0,3,3,Nashville,0.8882145,0.6,0.4,0.596880144,unknown,0.5371921296000001,High,"KEV,AV:N+AC:L,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-12-10 18:15:41.703
CVE-2024-53243,,,Other ICS Device,Industrial device,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,0.30168,,0,3,3,Nashville,0.47208800000000006,0.6,0.4,0.31724313600000004,unknown,0.28551882240000004,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-10 18:15:41.093
CVE-2024-45494,,,Other ICS Device,Industrial device,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.41783,,0,3,3,Nashville,0.8152405000000001,0.6,0.4,0.5478416160000001,unknown,0.49305745440000015,High,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-10 17:15:10.197
CVE-2024-45493,,,Other ICS Device,Industrial device,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.38652,,0,3,3,Nashville,0.8042820000000002,0.6,0.4,0.5404775040000002,unknown,0.4864297536000002,High,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-10 17:15:10.100
CVE-2024-54095,siemens,solid_edge_se2024,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.0779,,0,4,2,Nashville,0.556265,0.6799999999999999,0.4,0.42365142400000005,unknown,0.38128628160000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-12-10 14:30:47.660
CVE-2024-54094,siemens,solid_edge_se2024,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.0779,,0,4,2,Nashville,0.556265,0.6799999999999999,0.4,0.42365142400000005,unknown,0.38128628160000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-12-10 14:30:47.507
CVE-2024-54093,siemens,solid_edge_se2024,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.0779,,0,4,2,Nashville,0.556265,0.6799999999999999,0.4,0.42365142400000005,unknown,0.38128628160000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-12-10 14:30:47.350
CVE-2020-28398,,,Other ICS Device,Industrial device,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,,0,3,3,Nashville,0.7015000000000001,0.6,0.4,0.4714080000000001,unknown,0.4242672000000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-10 14:15:18.320
CVE-2022-29974,,,Other ICS Device,Industrial device,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,,,0,3,3,Nashville,0.45400000000000007,0.6,0.4,0.3050880000000001,unknown,0.2745792000000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-09 19:15:07.400
CVE-2024-11329,,,Other ICS Device,Industrial device,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,0,3,3,Nashville,0.553,0.6,0.4,0.37161600000000006,unknown,0.33445440000000004,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-07 02:15:17.707
CVE-2024-12130,rockwellautomation,arena,Other ICS Device,Industrial device,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,,0,3,3,Nashville,0.6165,0.6,0.4,0.41428800000000005,unknown,0.37285920000000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-12-05 18:15:21.507
CVE-2024-11158,rockwellautomation,arena,Other ICS Device,Industrial device,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,0,3,3,Nashville,0.556,0.6,0.4,0.3736320000000001,unknown,0.3362688000000001,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-12-05 18:15:21.243
CVE-2024-11156,rockwellautomation,arena,Other ICS Device,Industrial device,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,,0,3,3,Nashville,0.6165,0.6,0.4,0.41428800000000005,unknown,0.37285920000000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-12-05 18:15:21.103
CVE-2024-11155,rockwellautomation,arena,Other ICS Device,Industrial device,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,0,3,3,Nashville,0.6165,0.6,0.4,0.41428800000000005,unknown,0.37285920000000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-12-05 18:15:20.933
CVE-2024-6784,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,9.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,0.41577,,0,5,2,Nashville,0.8200195,0.82,0.4,0.7531059088000001,unknown,0.67779531792,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:10.360
CVE-2024-6516,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,0.78816,,0,5,2,Nashville,0.741356,0.82,0.4,0.6808613504000001,unknown,0.6127752153600001,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-12-05 13:15:10.197
CVE-2024-6515,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,0.28098,,0,5,2,Nashville,0.673843,0.82,0.4,0.6188574111999999,unknown,0.5569716700799999,High,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:10.010
CVE-2024-51555,,,Other ICS Device,Industrial device,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,0.42263,,0,3,3,Nashville,0.8279205000000001,0.6,0.4,0.556362576,unknown,0.5007263184,High,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:08.990
CVE-2024-51554,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.52433,,0,5,2,Nashville,0.8525155000000001,0.82,0.4,0.7829502352000001,unknown,0.7046552116800001,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-12-05 13:15:08.843
CVE-2024-51551,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,0.46407,,0,5,2,Nashville,0.8424245,0.82,0.4,0.7736826608,unknown,0.69631439472,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:08.700
CVE-2024-51550,abb,aspect ent 12_firmware,Protection Relay,Feeder/bus protection,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.84508,,0,5,2,Nashville,0.9647780000000001,0.82,0.4,0.8860521152000002,unknown,0.7974469036800002,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-12-05 13:15:08.543
CVE-2024-51549,abb,aspect ent 12_firmware,Protection Relay,Feeder/bus protection,9.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,0.55714,,0,5,2,Nashville,0.841999,0.82,0.4,0.7732918816000001,unknown,0.6959626934400001,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-12-05 13:15:08.397
CVE-2024-51548,abb,aspect ent 12_firmware,Protection Relay,Feeder/bus protection,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.47432,,0,5,2,Nashville,0.780012,0.82,0.4,0.7163630208,unknown,0.6447267187200001,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:08.227
CVE-2024-51546,abb,aspect ent 12_firmware,Protection Relay,Feeder/bus protection,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.86342,,0,5,2,Nashville,0.844697,0.82,0.4,0.7757697248000001,unknown,0.6981927523200001,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-12-05 13:15:08.077
CVE-2024-51545,abb,aspect ent 12_firmware,Protection Relay,Feeder/bus protection,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.46407,,0,5,2,Nashville,0.8314245000000001,0.82,0.4,0.7635802608000001,unknown,0.6872222347200001,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:07.920
CVE-2024-51544,abb,aspect ent 12_firmware,Protection Relay,Feeder/bus protection,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,0.3988,,0,5,2,Nashville,0.72058,0.82,0.4,0.661780672,unknown,0.5956026048,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:07.767
CVE-2024-51543,abb,aspect ent 12_firmware,Protection Relay,Feeder/bus protection,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.3988,,0,5,2,Nashville,0.68208,0.82,0.4,0.626422272,unknown,0.5637800448,High,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:07.613
CVE-2024-51542,abb,aspect ent 12_firmware,Protection Relay,Feeder/bus protection,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,0.3988,,0,5,2,Nashville,0.72058,0.82,0.4,0.661780672,unknown,0.5956026048,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:07.453
CVE-2024-51541,abb,aspect ent 12_firmware,Protection Relay,Feeder/bus protection,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.38406,,0,5,2,Nashville,0.676921,0.82,0.4,0.6216842464,unknown,0.55951582176,High,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:07.303
CVE-2024-48847,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,0.27097,,0,5,2,Nashville,0.7253394999999999,0.82,0.4,0.6661517967999999,unknown,0.59953661712,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:07.150
CVE-2024-48846,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,7.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N,0.32352,,0,5,2,Nashville,0.644732,0.82,0.4,0.5921218688,unknown,0.53290968192,High,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:06.983
CVE-2024-48845,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.85528,,0,5,2,Nashville,0.9683480000000001,0.82,0.4,0.8893308032000001,unknown,0.8003977228800001,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-12-05 13:15:06.820
CVE-2024-48844,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,0.74164,,0,5,2,Nashville,0.747074,0.82,0.4,0.6861127616,unknown,0.61750148544,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-12-05 13:15:06.667
CVE-2024-48843,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.46105,,0,5,2,Nashville,0.7038675,0.82,0.4,0.6464319119999999,unknown,0.5817887208,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:06.500
CVE-2024-48840,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.83827,,0,5,2,Nashville,0.9623945000000002,0.82,0.4,0.8838631088000002,unknown,0.7954767979200001,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-12-05 13:15:06.343
CVE-2024-48839,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.8286,,0,5,2,Nashville,0.9590100000000001,0.82,0.4,0.8807547840000001,unknown,0.7926793056000001,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-12-05 13:15:06.123
CVE-2024-11317,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,,,0,5,2,Nashville,0.7675000000000001,0.82,0.4,0.704872,unknown,0.6343848000000001,Extreme,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:05.747
CVE-2024-11316,abb,aspect ent 2_firmware,Protection Relay,Feeder/bus protection,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,0,5,2,Nashville,0.63,0.82,0.4,0.578592,unknown,0.5207328,High,"KEV,AV:N+AC:L,HighCriticality,HighImpactWithEnv,VersionUnknown",2024-12-05 13:15:04.863
CVE-2024-45106,apache,ozone,Other ICS Device,Industrial device,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,,,0,3,3,Nashville,0.663,0.6,0.4,0.44553600000000004,unknown,0.40098240000000007,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-03 10:15:05.697
CVE-2024-53759,,,Other ICS Device,Industrial device,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,0.24293,,0,3,3,Nashville,0.6055255,0.6,0.4,0.40691313600000006,unknown,0.36622182240000006,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-02 14:15:17.430
CVE-2024-52464,,,Other ICS Device,Industrial device,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,0.24293,,0,3,3,Nashville,0.6055255,0.6,0.4,0.40691313600000006,unknown,0.36622182240000006,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-02 14:15:08.203
CVE-2024-52460,,,Other ICS Device,Industrial device,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,0.24293,,0,3,3,Nashville,0.6055255,0.6,0.4,0.40691313600000006,unknown,0.36622182240000006,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-12-02 14:15:07.653
CVE-2024-10490,,,Other ICS Device,Industrial device,,,,,0,3,3,Nashville,0.4625,0.6,0.4,0.3108,unknown,0.27972,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-12-02 09:15:04.613
CVE-2024-53979,,,Other ICS Device,Industrial device,8.2,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,0.04296,,0,3,3,Nashville,0.566036,0.6,0.4,0.380376192,unknown,0.3423385728,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-29 19:15:09.847
CVE-2024-45495,,,Other ICS Device,Industrial device,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,,0,3,3,Nashville,0.45400000000000007,0.6,0.4,0.3050880000000001,unknown,0.2745792000000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-11-29 05:15:05.830
CVE-2024-9852,,,Other ICS Device,Industrial device,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.08369,,0,3,3,Nashville,0.5582915,0.6,0.4,0.37517188800000006,unknown,0.3376546992000001,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-28 23:15:04.890
CVE-2024-8300,,,Other ICS Device,Industrial device,7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,0.05485,,0,3,3,Nashville,0.5041975,0.6,0.4,0.33882072,unknown,0.30493864800000003,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-28 23:15:04.743
CVE-2024-8299,,,Other ICS Device,Industrial device,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.08369,,0,3,3,Nashville,0.5582915,0.6,0.4,0.37517188800000006,unknown,0.3376546992000001,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-28 23:15:03.843
CVE-2024-38296,dell,intel_management_engine_firmware_update_utility,Other ICS Device,Industrial device,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,,,0,3,3,Nashville,0.4295,0.6,0.4,0.288624,unknown,0.2597616,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-22 03:15:04.160
CVE-2024-52581,litestar,litestar,Other ICS Device,Industrial device,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.74998,,0,3,3,Nashville,0.804993,0.6,0.4,0.540955296,unknown,0.48685976640000006,High,"KEV,AV:N+AC:L,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-11-20 21:15:08.320
CVE-2024-10665,,,Other ICS Device,Industrial device,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,,,0,3,3,Nashville,0.5145000000000001,0.6,0.4,0.34574400000000005,unknown,0.31116960000000005,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-11-20 10:15:04.627
CVE-2024-8403,,,Other ICS Device,Industrial device,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.56321,,0,3,3,Nashville,0.7396235,0.6,0.4,0.497026992,unknown,0.4473242928,Medium,"KEV,AV:N+AC:L,HighImpactWithEnv,HighEPSS,VersionUnknown",2024-11-19 06:15:17.873
CVE-2024-52574,siemens,tecnomatix_plant_simulation,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.08364,,0,4,2,Nashville,0.558274,0.6799999999999999,0.4,0.4251814784000001,unknown,0.38266333056000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:29.400
CVE-2024-52573,siemens,tecnomatix_plant_simulation,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.08364,,0,4,2,Nashville,0.558274,0.6799999999999999,0.4,0.4251814784000001,unknown,0.38266333056000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:29.110
CVE-2024-52572,siemens,tecnomatix_plant_simulation,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.08364,,0,4,2,Nashville,0.558274,0.6799999999999999,0.4,0.4251814784000001,unknown,0.38266333056000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:28.767
CVE-2024-52571,siemens,tecnomatix_plant_simulation,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.08364,,0,4,2,Nashville,0.558274,0.6799999999999999,0.4,0.4251814784000001,unknown,0.38266333056000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:28.533
CVE-2024-52570,siemens,tecnomatix_plant_simulation,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.08364,,0,4,2,Nashville,0.558274,0.6799999999999999,0.4,0.4251814784000001,unknown,0.38266333056000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:28.300
CVE-2024-52569,siemens,tecnomatix_plant_simulation,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.08364,,0,4,2,Nashville,0.558274,0.6799999999999999,0.4,0.4251814784000001,unknown,0.38266333056000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:28.063
CVE-2024-52568,siemens,tecnomatix_plant_simulation,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.12655,,0,4,2,Nashville,0.5732925000000001,0.6799999999999999,0.4,0.4366195680000001,unknown,0.3929576112000001,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:27.773
CVE-2024-52567,siemens,tecnomatix_plant_simulation,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.08364,,0,4,2,Nashville,0.558274,0.6799999999999999,0.4,0.4251814784000001,unknown,0.38266333056000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:27.537
CVE-2024-52566,siemens,tecnomatix_plant_simulation,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.08364,,0,4,2,Nashville,0.558274,0.6799999999999999,0.4,0.4251814784000001,unknown,0.38266333056000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:27.287
CVE-2024-52565,siemens,tecnomatix_plant_simulation,HMI/ES,Ops interface,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.08364,,0,4,2,Nashville,0.558274,0.6799999999999999,0.4,0.4251814784000001,unknown,0.38266333056000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:27.020
CVE-2021-1440,cisco,ios_xr,Switch,Network,6.8,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:N/A:H,,,0,3,4,Nashville,0.5615,0.6599999999999999,0.4,0.4150608,unknown,0.37355472,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-18 16:15:10.400
CVE-2024-45971,,,Other ICS Device,Industrial device,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.46663,,0,3,3,Nashville,0.8323205000000001,0.6,0.4,0.5593193760000001,unknown,0.5033874384000001,High,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-11-15 19:15:07.577
CVE-2024-45970,,,Other ICS Device,Industrial device,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.46663,,0,3,3,Nashville,0.8323205000000001,0.6,0.4,0.5593193760000001,unknown,0.5033874384000001,High,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-11-15 19:15:07.497
CVE-2024-45969,,,Other ICS Device,Industrial device,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.42119,,0,3,3,Nashville,0.6899165,0.6,0.4,0.46362388800000004,unknown,0.41726149920000005,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-11-15 19:15:07.413
CVE-2024-52528,,,Other ICS Device,Industrial device,,,0.36343,,0,3,3,Nashville,0.5022005,0.6,0.4,0.33747873600000006,unknown,0.3037308624000001,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-15 17:15:23.400
CVE-2022-20849,cisco,ios_xr,Switch,Network,6.1,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:C/C:N/I:N/A:H,,,0,3,4,Nashville,0.523,0.6599999999999999,0.4,0.3866016,unknown,0.34794144,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-15 16:15:23.327
CVE-2022-20685,cisco,cyber_vision,Switch,Network,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,0,3,4,Nashville,0.63,0.6599999999999999,0.4,0.465696,unknown,0.4191264,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-11-15 16:15:21.910
CVE-2024-52371,,,Other ICS Device,Industrial device,8.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,0.44046,,0,3,3,Nashville,0.7571610000000001,0.6,0.4,0.508812192,unknown,0.45793097280000006,Medium,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-11-14 18:15:21.383
CVE-2024-5918,,,Other ICS Device,Industrial device,,,0.17728,,0,3,3,Nashville,0.437048,0.6,0.4,0.293696256,unknown,0.2643266304,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-14 10:15:08.813
CVE-2024-2550,paloaltonetworks,pan os,Other ICS Device,Industrial device,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,0,3,3,Nashville,0.63,0.6,0.4,0.42336,unknown,0.38102400000000003,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2024-11-14 10:15:04.137
CVE-2024-51027,,,Other ICS Device,Industrial device,6.5,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.4363,,0,3,3,Nashville,0.610205,0.6,0.4,0.41005776000000005,unknown,0.36905198400000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-13 22:15:15.823
CVE-2024-50956,,,Other ICS Device,Industrial device,6.5,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.20182,,0,3,3,Nashville,0.5281370000000001,0.6,0.4,0.3549080640000001,unknown,0.31941725760000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-13 22:15:15.773
CVE-2024-11165,,,Other ICS Device,Industrial device,,,,,0,3,3,Nashville,0.4625,0.6,0.4,0.3108,unknown,0.27972,Low,"KEV,HighImpactWithEnv,VersionUnknown",2024-11-13 15:15:06.877
